; Gadget version 2.3.7 running on mfri-gadget Wed Jul 27 17:21:40 2022
; Predation output file for the following predators igfs
; Consuming the following preys lingmat
; Printing the following information at the end of each timestep
; year-step-area-pred length-prey length-biomass consumed
1987    3          1       len1      len20          0
1987    3          1       len1      len24          0
1987    3          1       len1      len28          0
1987    3          1       len1      len32          0
1987    3          1       len1      len36          0
1987    3          1       len1      len40          0
1987    3          1       len1      len44          0
1987    3          1       len1      len48          0
1987    3          1       len1      len52          0
1987    3          1       len1      len56          0
1987    3          1       len1      len60          0
1987    3          1       len1      len64          0
1987    3          1       len1      len68          0
1987    3          1       len1      len72          0
1987    3          1       len1      len76          0
1987    3          1       len1      len80          0
1987    3          1       len1      len84 2.38219e-09
1987    3          1       len1      len88          0
1987    3          1       len1      len92          0
1987    3          1       len1      len96          0
1987    3          1       len1     len100          0
1987    3          1       len1     len104          0
1987    3          1       len1     len108          0
1987    3          1       len1     len112          0
1987    3          1       len1     len116          0
1987    3          1       len1     len120          0
1987    3          1       len1     len124          0
1987    3          1       len1     len128          0
1987    3          1       len1     len132          0
1987    3          1       len1     len136 1.14745e-10
1987    3          1       len1     len140 2.70389e-10
1987    3          1       len1     len144 5.42084e-10
1987    3          1       len1     len148 9.24709e-10
1987    3          1       len1     len152 1.34227e-09
1987    3          1       len1     len156 1.65805e-09
1987    4          1       len1      len20          0
1987    4          1       len1      len24          0
1987    4          1       len1      len28          0
1987    4          1       len1      len32          0
1987    4          1       len1      len36          0
1987    4          1       len1      len40          0
1987    4          1       len1      len44          0
1987    4          1       len1      len48          0
1987    4          1       len1      len52          0
1987    4          1       len1      len56          0
1987    4          1       len1      len60          0
1987    4          1       len1      len64          0
1987    4          1       len1      len68          0
1987    4          1       len1      len72          0
1987    4          1       len1      len76          0
1987    4          1       len1      len80          0
1987    4          1       len1      len84          0
1987    4          1       len1      len88 3.80918e-07
1987    4          1       len1      len92          0
1987    4          1       len1      len96          0
1987    4          1       len1     len100          0
1987    4          1       len1     len104          0
1987    4          1       len1     len108          0
1987    4          1       len1     len112          0
1987    4          1       len1     len116          0
1987    4          1       len1     len120          0
1987    4          1       len1     len124          0
1987    4          1       len1     len128          0
1987    4          1       len1     len132          0
1987    4          1       len1     len136          0
1987    4          1       len1     len140          0
1987    4          1       len1     len144          0
1987    4          1       len1     len148          0
1987    4          1       len1     len152          0
1987    4          1       len1     len156          0
1988    1          1       len1      len20          0
1988    1          1       len1      len24          0
1988    1          1       len1      len28          0
1988    1          1       len1      len32          0
1988    1          1       len1      len36          0
1988    1          1       len1      len40          0
1988    1          1       len1      len44          0
1988    1          1       len1      len48          0
1988    1          1       len1      len52          0
1988    1          1       len1      len56          0
1988    1          1       len1      len60          0
1988    1          1       len1      len64          0
1988    1          1       len1      len68          0
1988    1          1       len1      len72          0
1988    1          1       len1      len76          0
1988    1          1       len1      len80          0
1988    1          1       len1      len84          0
1988    1          1       len1      len88          0
1988    1          1       len1      len92 3.94469e-06
1988    1          1       len1      len96 8.13458e-05
1988    1          1       len1     len100          0
1988    1          1       len1     len104          0
1988    1          1       len1     len108          0
1988    1          1       len1     len112          0
1988    1          1       len1     len116          0
1988    1          1       len1     len120          0
1988    1          1       len1     len124          0
1988    1          1       len1     len128          0
1988    1          1       len1     len132          0
1988    1          1       len1     len136          0
1988    1          1       len1     len140          0
1988    1          1       len1     len144          0
1988    1          1       len1     len148          0
1988    1          1       len1     len152          0
1988    1          1       len1     len156          0
1988    2          1       len1      len20          0
1988    2          1       len1      len24          0
1988    2          1       len1      len28          0
1988    2          1       len1      len32          0
1988    2          1       len1      len36          0
1988    2          1       len1      len40          0
1988    2          1       len1      len44          0
1988    2          1       len1      len48          0
1988    2          1       len1      len52          0
1988    2          1       len1      len56          0
1988    2          1       len1      len60          0
1988    2          1       len1      len64          0
1988    2          1       len1      len68          0
1988    2          1       len1      len72          0
1988    2          1       len1      len76          0
1988    2          1       len1      len80          0
1988    2          1       len1      len84          0
1988    2          1       len1      len88          0
1988    2          1       len1      len92          0
1988    2          1       len1      len96          0
1988    2          1       len1     len100 5.92446e-05
1988    2          1       len1     len104          0
1988    2          1       len1     len108          0
1988    2          1       len1     len112          0
1988    2          1       len1     len116          0
1988    2          1       len1     len120          0
1988    2          1       len1     len124          0
1988    2          1       len1     len128          0
1988    2          1       len1     len132          0
1988    2          1       len1     len136          0
1988    2          1       len1     len140          0
1988    2          1       len1     len144          0
1988    2          1       len1     len148          0
1988    2          1       len1     len152          0
1988    2          1       len1     len156          0
1988    3          1       len1      len20          0
1988    3          1       len1      len24          0
1988    3          1       len1      len28          0
1988    3          1       len1      len32          0
1988    3          1       len1      len36          0
1988    3          1       len1      len40          0
1988    3          1       len1      len44          0
1988    3          1       len1      len48          0
1988    3          1       len1      len52          0
1988    3          1       len1      len56          0
1988    3          1       len1      len60          0
1988    3          1       len1      len64          0
1988    3          1       len1      len68          0
1988    3          1       len1      len72          0
1988    3          1       len1      len76          0
1988    3          1       len1      len80          0
1988    3          1       len1      len84          0
1988    3          1       len1      len88          0
1988    3          1       len1      len92          0
1988    3          1       len1      len96          0
1988    3          1       len1     len100          0
1988    3          1       len1     len104 0.00375166
1988    3          1       len1     len108          0
1988    3          1       len1     len112          0
1988    3          1       len1     len116          0
1988    3          1       len1     len120          0
1988    3          1       len1     len124          0
1988    3          1       len1     len128          0
1988    3          1       len1     len132          0
1988    3          1       len1     len136          0
1988    3          1       len1     len140          0
1988    3          1       len1     len144          0
1988    3          1       len1     len148          0
1988    3          1       len1     len152          0
1988    3          1       len1     len156          0
1988    4          1       len1      len20          0
1988    4          1       len1      len24          0
1988    4          1       len1      len28          0
1988    4          1       len1      len32          0
1988    4          1       len1      len36          0
1988    4          1       len1      len40          0
1988    4          1       len1      len44          0
1988    4          1       len1      len48          0
1988    4          1       len1      len52          0
1988    4          1       len1      len56          0
1988    4          1       len1      len60          0
1988    4          1       len1      len64          0
1988    4          1       len1      len68          0
1988    4          1       len1      len72          0
1988    4          1       len1      len76          0
1988    4          1       len1      len80          0
1988    4          1       len1      len84          0
1988    4          1       len1      len88          0
1988    4          1       len1      len92          0
1988    4          1       len1      len96          0
1988    4          1       len1     len100          0
1988    4          1       len1     len104          0
1988    4          1       len1     len108   0.108681
1988    4          1       len1     len112    1.04264
1988    4          1       len1     len116          0
1988    4          1       len1     len120          0
1988    4          1       len1     len124          0
1988    4          1       len1     len128          0
1988    4          1       len1     len132          0
1988    4          1       len1     len136          0
1988    4          1       len1     len140          0
1988    4          1       len1     len144          0
1988    4          1       len1     len148          0
1988    4          1       len1     len152          0
1988    4          1       len1     len156          0
1989    1          1       len1      len20          0
1989    1          1       len1      len24          0
1989    1          1       len1      len28          0
1989    1          1       len1      len32          0
1989    1          1       len1      len36          0
1989    1          1       len1      len40          0
1989    1          1       len1      len44          0
1989    1          1       len1      len48          0
1989    1          1       len1      len52          0
1989    1          1       len1      len56          0
1989    1          1       len1      len60          0
1989    1          1       len1      len64          0
1989    1          1       len1      len68          0
1989    1          1       len1      len72          0
1989    1          1       len1      len76          0
1989    1          1       len1      len80          0
1989    1          1       len1      len84          0
1989    1          1       len1      len88          0
1989    1          1       len1      len92          0
1989    1          1       len1      len96          0
1989    1          1       len1     len100          0
1989    1          1       len1     len104          0
1989    1          1       len1     len108          0
1989    1          1       len1     len112          0
1989    1          1       len1     len116    2.42969
1989    1          1       len1     len120          0
1989    1          1       len1     len124          0
1989    1          1       len1     len128          0
1989    1          1       len1     len132          0
1989    1          1       len1     len136          0
1989    1          1       len1     len140          0
1989    1          1       len1     len144          0
1989    1          1       len1     len148          0
1989    1          1       len1     len152          0
1989    1          1       len1     len156          0
1989    2          1       len1      len20          0
1989    2          1       len1      len24          0
1989    2          1       len1      len28          0
1989    2          1       len1      len32          0
1989    2          1       len1      len36          0
1989    2          1       len1      len40          0
1989    2          1       len1      len44          0
1989    2          1       len1      len48          0
1989    2          1       len1      len52          0
1989    2          1       len1      len56          0
1989    2          1       len1      len60          0
1989    2          1       len1      len64          0
1989    2          1       len1      len68          0
1989    2          1       len1      len72          0
1989    2          1       len1      len76          0
1989    2          1       len1      len80          0
1989    2          1       len1      len84          0
1989    2          1       len1      len88          0
1989    2          1       len1      len92          0
1989    2          1       len1      len96          0
1989    2          1       len1     len100          0
1989    2          1       len1     len104          0
1989    2          1       len1     len108          0
1989    2          1       len1     len112          0
1989    2          1       len1     len116          0
1989    2          1       len1     len120    8.30422
1989    2          1       len1     len124    40.2302
1989    2          1       len1     len128          0
1989    2          1       len1     len132          0
1989    2          1       len1     len136          0
1989    2          1       len1     len140          0
1989    2          1       len1     len144          0
1989    2          1       len1     len148          0
1989    2          1       len1     len152          0
1989    2          1       len1     len156          0
1989    3          1       len1      len20          0
1989    3          1       len1      len24          0
1989    3          1       len1      len28          0
1989    3          1       len1      len32          0
1989    3          1       len1      len36          0
1989    3          1       len1      len40          0
1989    3          1       len1      len44          0
1989    3          1       len1      len48          0
1989    3          1       len1      len52          0
1989    3          1       len1      len56          0
1989    3          1       len1      len60          0
1989    3          1       len1      len64          0
1989    3          1       len1      len68          0
1989    3          1       len1      len72          0
1989    3          1       len1      len76          0
1989    3          1       len1      len80          0
1989    3          1       len1      len84          0
1989    3          1       len1      len88          0
1989    3          1       len1      len92          0
1989    3          1       len1      len96          0
1989    3          1       len1     len100          0
1989    3          1       len1     len104          0
1989    3          1       len1     len108          0
1989    3          1       len1     len112          0
1989    3          1       len1     len116          0
1989    3          1       len1     len120          0
1989    3          1       len1     len124          0
1989    3          1       len1     len128    137.489
1989    3          1       len1     len132    447.714
1989    3          1       len1     len136    1482.78
1989    3          1       len1     len140          0
1989    3          1       len1     len144          0
1989    3          1       len1     len148          0
1989    3          1       len1     len152          0
1989    3          1       len1     len156          0
1989    4          1       len1      len20          0
1989    4          1       len1      len24          0
1989    4          1       len1      len28          0
1989    4          1       len1      len32          0
1989    4          1       len1      len36          0
1989    4          1       len1      len40          0
1989    4          1       len1      len44          0
1989    4          1       len1      len48          0
1989    4          1       len1      len52          0
1989    4          1       len1      len56          0
1989    4          1       len1      len60          0
1989    4          1       len1      len64          0
1989    4          1       len1      len68          0
1989    4          1       len1      len72          0
1989    4          1       len1      len76          0
1989    4          1       len1      len80          0
1989    4          1       len1      len84          0
1989    4          1       len1      len88          0
1989    4          1       len1      len92          0
1989    4          1       len1      len96          0
1989    4          1       len1     len100          0
1989    4          1       len1     len104          0
1989    4          1       len1     len108          0
1989    4          1       len1     len112          0
1989    4          1       len1     len116          0
1989    4          1       len1     len120          0
1989    4          1       len1     len124          0
1989    4          1       len1     len128          0
1989    4          1       len1     len132          0
1989    4          1       len1     len136          0
1989    4          1       len1     len140          0
1989    4          1       len1     len144          0
1989    4          1       len1     len148          0
1989    4          1       len1     len152          0
1989    4          1       len1     len156          0
1990    1          1       len1      len20          0
1990    1          1       len1      len24          0
1990    1          1       len1      len28          0
1990    1          1       len1      len32          0
1990    1          1       len1      len36          0
1990    1          1       len1      len40          0
1990    1          1       len1      len44          0
1990    1          1       len1      len48          0
1990    1          1       len1      len52          0
1990    1          1       len1      len56          0
1990    1          1       len1      len60          0
1990    1          1       len1      len64          0
1990    1          1       len1      len68          0
1990    1          1       len1      len72          0
1990    1          1       len1      len76          0
1990    1          1       len1      len80          0
1990    1          1       len1      len84          0
1990    1          1       len1      len88          0
1990    1          1       len1      len92          0
1990    1          1       len1      len96          0
1990    1          1       len1     len100          0
1990    1          1       len1     len104          0
1990    1          1       len1     len108          0
1990    1          1       len1     len112          0
1990    1          1       len1     len116          0
1990    1          1       len1     len120          0
1990    1          1       len1     len124          0
1990    1          1       len1     len128          0
1990    1          1       len1     len132          0
1990    1          1       len1     len136          0
1990    1          1       len1     len140          0
1990    1          1       len1     len144          0
1990    1          1       len1     len148          0
1990    1          1       len1     len152          0
1990    1          1       len1     len156          0
1990    2          1       len1      len20          0
1990    2          1       len1      len24          0
1990    2          1       len1      len28          0
1990    2          1       len1      len32          0
1990    2          1       len1      len36          0
1990    2          1       len1      len40          0
1990    2          1       len1      len44          0
1990    2          1       len1      len48          0
1990    2          1       len1      len52          0
1990    2          1       len1      len56          0
1990    2          1       len1      len60          0
1990    2          1       len1      len64          0
1990    2          1       len1      len68          0
1990    2          1       len1      len72          0
1990    2          1       len1      len76          0
1990    2          1       len1      len80          0
1990    2          1       len1      len84          0
1990    2          1       len1      len88          0
1990    2          1       len1      len92          0
1990    2          1       len1      len96          0
1990    2          1       len1     len100          0
1990    2          1       len1     len104          0
1990    2          1       len1     len108          0
1990    2          1       len1     len112          0
1990    2          1       len1     len116          0
1990    2          1       len1     len120          0
1990    2          1       len1     len124          0
1990    2          1       len1     len128          0
1990    2          1       len1     len132          0
1990    2          1       len1     len136          0
1990    2          1       len1     len140          0
1990    2          1       len1     len144          0
1990    2          1       len1     len148          0
1990    2          1       len1     len152          0
1990    2          1       len1     len156          0
1990    3          1       len1      len20          0
1990    3          1       len1      len24          0
1990    3          1       len1      len28          0
1990    3          1       len1      len32          0
1990    3          1       len1      len36          0
1990    3          1       len1      len40          0
1990    3          1       len1      len44          0
1990    3          1       len1      len48          0
1990    3          1       len1      len52          0
1990    3          1       len1      len56          0
1990    3          1       len1      len60          0
1990    3          1       len1      len64          0
1990    3          1       len1      len68          0
1990    3          1       len1      len72          0
1990    3          1       len1      len76          0
1990    3          1       len1      len80          0
1990    3          1       len1      len84          0
1990    3          1       len1      len88          0
1990    3          1       len1      len92          0
1990    3          1       len1      len96          0
1990    3          1       len1     len100          0
1990    3          1       len1     len104          0
1990    3          1       len1     len108          0
1990    3          1       len1     len112          0
1990    3          1       len1     len116          0
1990    3          1       len1     len120          0
1990    3          1       len1     len124          0
1990    3          1       len1     len128          0
1990    3          1       len1     len132          0
1990    3          1       len1     len136          0
1990    3          1       len1     len140          0
1990    3          1       len1     len144          0
1990    3          1       len1     len148          0
1990    3          1       len1     len152          0
1990    3          1       len1     len156          0
1990    4          1       len1      len20          0
1990    4          1       len1      len24          0
1990    4          1       len1      len28          0
1990    4          1       len1      len32          0
1990    4          1       len1      len36          0
1990    4          1       len1      len40          0
1990    4          1       len1      len44          0
1990    4          1       len1      len48          0
1990    4          1       len1      len52          0
1990    4          1       len1      len56          0
1990    4          1       len1      len60          0
1990    4          1       len1      len64          0
1990    4          1       len1      len68          0
1990    4          1       len1      len72          0
1990    4          1       len1      len76          0
1990    4          1       len1      len80          0
1990    4          1       len1      len84          0
1990    4          1       len1      len88          0
1990    4          1       len1      len92          0
1990    4          1       len1      len96          0
1990    4          1       len1     len100          0
1990    4          1       len1     len104          0
1990    4          1       len1     len108          0
1990    4          1       len1     len112          0
1990    4          1       len1     len116          0
1990    4          1       len1     len120          0
1990    4          1       len1     len124          0
1990    4          1       len1     len128          0
1990    4          1       len1     len132          0
1990    4          1       len1     len136          0
1990    4          1       len1     len140          0
1990    4          1       len1     len144          0
1990    4          1       len1     len148          0
1990    4          1       len1     len152          0
1990    4          1       len1     len156          0
